brand,product_count,avg_price,coffee_types
Nescafe,80,846.8125,instant
Unknown,80,1005.3125,"instant, beans"
Tapal,5,100.0,instant
Davidoff,10,2499.0,instant
Nestle,5,1150.0,instant
