brand,product_count,avg_price,coffee_types
Nescafe,151,766.5964635761594,"coffee mix, instant"
Espresso,13,292.9394230769231,"instant, capsule/pod"
Unknown,476,540.9974619747904,"coffee mix, ground, instant, beans, capsule/pod"
Davidoff,20,1844.067875,instant
Coffee World,1,399.0,instant
Nestle,13,442.4558461538461,instant
Coffee Shop,1,0.13295,instant
Coffee House,1,0.3195,instant
Tapal,6,83.49833333333333,instant
Lavazza,3,0.213,instant
