brand,product_count,avg_price,coffee_types
Nescafe,75,334.1075466666667,"coffee mix, instant"
Unknown,273,72.91498864468865,"coffee mix, instant, beans, ground, capsule/pod"
Espresso,9,0.24583333333333332,"instant, capsule/pod"
Nestle,9,127.99177777777777,instant
Coffee Shop,1,0.13295,instant
Coffee House,1,0.3195,instant
Davidoff,8,961.1696875,instant
Tapal,2,50.495,instant
Lavazza,3,0.213,instant
