coffee_type,product_count,avg_price,brands
instant,558,300.8855239247312,"Coffee House, Unknown, Coffee Shop, Espresso, Davidoff, Nestle, Tapal, Nescafe"
coffee mix,14,4.285714285714286,"Unknown, Nescafe"
beans,44,625.0387045454546,Unknown
capsule/pod,6,0.05325,"Unknown, Espresso"
ground,9,0.4225555555555556,Unknown
