packaging_size,product_count,avg_price
20g,1,60.0
5g,4,306.25
200ml,2,110.0
50g,5,755.8
25g,2,92.5
23g,1,85.0
100g,7,2166.1428571428573
140g,1,375.0
200g,2,3200.0
40g,1,180.0
170g,1,1000.0
220ml,2,160.0
95g,1,1650.0
400g,1,1150.0
190g,1,2950.0
350g,1,0.0
