coffee_type,product_count,avg_price,brands
instant,604,588.3237961092718,"Lavazza, Davidoff, Unknown, Nescafe, Coffee Shop, Coffee World, Tapal, Nestle, Coffee House, Espresso"
beans,52,960.0859711538461,Unknown
capsule/pod,7,1137.2341428571428,"Unknown, Espresso"
ground,11,150.073,Unknown
coffee mix,11,520.9045454545454,"Unknown, Nescafe"
