packaging_size,product_count,avg_price
20g,3,60.0
5g,12,306.25
200ml,6,110.0
50g,15,755.8
25g,6,92.5
23g,3,85.0
100g,21,2166.1428571428573
140g,3,375.0
200g,6,3200.0
40g,3,180.0
170g,3,1000.0
220ml,6,160.0
95g,3,1650.0
400g,3,1150.0
190g,3,2950.0
350g,3,0.0
