packaging_size,product_count,avg_price
20g,5,60.0
5g,20,306.25
200ml,10,110.0
50g,25,755.8
25g,10,92.5
23g,5,85.0
100g,35,2166.1428571428573
140g,5,375.0
200g,10,3200.0
40g,5,180.0
170g,5,1000.0
220ml,10,160.0
95g,5,1650.0
400g,5,1150.0
190g,5,2950.0
350g,5,0.0
