packaging_size,product_count,avg_price
200g,2,1025.0
100g,2,1000.0
250g,5,2180.0
300g,1,1800.0
50g,1,450.0
30count,1,850.0
226g,1,1550.0
1000g,1,4200.0
900g,1,1350.0
